filename	reference_text	transcribed_text
common_voice_he_40858574	שלא זו בלבד שזה לא מביא צמיחה	 שלא זו בלבד  שזה לא מביא צמיחה.
common_voice_he_40858577	הכרה זו אינה פוטרת את הספורטאים משירות	 הכרה זו אינה פוטרת את הספורטאים משירות.
common_voice_he_40858579	מה ההבדל בין השטח הכבוש שנקרא אוניברסיטת תל-אביב	 מה ההבדל בין השטח הכבוש שנקרא אוניברסיטת תל אביב?
common_voice_he_38283249	הַהַכְנָסָה הַיּוֹתֵר גְּדוֹלָה הִיא מִמְּכִירַת בּוּלִים.	 ההכנסה היותר גדולה היא ממכירת בולים.
common_voice_he_38283250	אָהַבְתִּי אֶתְכֶם, סַפָּנִים, הַיּוֹצְאִים בְּשִׁיר זֶמֶר תָּמִים	 אהבתי אתכם, ספנים היוצאים בשיר זמר תמים.
common_voice_he_38283253	אֲנָשִׁים יָצְאוּ מִכָּאן, בִּמְקוֹם סְפּוֹרְטָאִים, בְּעָלֵי חֶשְׁבּוֹן	 אנשים יצאו מכאן במקום ספורטאים בעלי חשבון.
common_voice_he_41869858	מאמץ מרוכז לאיתור ולהחרמת אמצעי לחימה בלתי חוקיים	 מאמץ מרוכז לאיתור ולהחרמת אמצעי לחימה בלתי חוקיים.
common_voice_he_41869860	כשממקמים מתקן גז בהיקף כזה בתוך אזור שממילא הוא רווי במפעלים וחומרים מסוכנים	 כשממקמים מתקן גז בהיקף כזה בתוך אזור  שממלא הוא רווי מפעלים וחומרים מסוכנים.
common_voice_he_41869861	באמת תודה רבה לכל אלה ששותפים	 באמת תודה רבה לכל אלה ששותפים.
common_voice_he_38883182	וְאִלּוּ מָה שֶׁשִּׁיֵּךְ לְקֶרַע בְּנֶפֶשׁ, הֲרֵי זֶה בָּרוּר וּמוּבָן	 ואילו מה ששייך לקרע בנפש, הרי זה ברור ומובן.
common_voice_he_38883183	הוא לא אלוהי אברהם, יצחק ויעקב	 ולא אלוהי אברהם, יצחק ויעקב.
common_voice_he_38883184	עַכְשָׁיו הִיא הִתְחִילָה לִתְפּוֹס מִפְּנֵי מָה הִסְתַּלְּקוּ לָהֶן כָּל שְׁאָר הָעֻובְדּוֹת	 עכשיו היא התחילה לתפוס מפני מה הסתלקו להן כל שאר העובדות.
common_voice_he_38883186	עָשִׂיתִי כֶּסֶף רַב, וְהִנֵּה, בְּאַחַד הַיָּמִים הָלַךְ כָּל הַכֶּסֶף לַעֲזָאזֵל בְּעֵסֶק בִּישׁ.	 עשיתי כסף רב,  והנה באחד הימים הלך כל הכסף לעזאזל בעסק ביש.
common_voice_he_41486333	הארנונה בדימונה מוגזמת לעומת ירוחם	 הארנונה בדימונה מוגזמת לעומת ירוחם.
common_voice_he_41486334	לבין סטודנטים שלמדו כאן באוניברסיטאות בארץ	 לבין סטודנטים שלמדו כאן באוניברסיטאות בארץ.
common_voice_he_41486336	שמעתי שם הערות מאוד מעניינות לגבי תוכנית ההתנתקות והיציאה מעזה	 שמעתי שהמערות מאוד מעניינות לגבי תוכנית ההתנתקות והיציאה מעזה.
common_voice_he_41486337	ניסן סלומינסקי ואמנון כהן לוועדת הפנים ואיכות הסביבה נתקבלה	 ניסן סלומינסקי ואמנון כהן לוועדת הפנים ואיכות הסביבה נתקבלה.
common_voice_he_40972184	בראשון-לציון לא מדובר בעשרים טונות גז	 בראשיוני ציון לא מדובר ב-20 טונות גז.
common_voice_he_40972185	סגניו מאוימים, רימונים הושלכו לתוך חצרותיהם	 סגניו מאוימים – אימונים הושלכו לתוך עצורותיהם.
common_voice_he_40972186	אני מניח שהוא לא מצפה שזה יקרה מחר	 אני מניח שהוא לא מצפה שזה יקרה מחר.
common_voice_he_40972188	לא רק ברמה העקרונית אלא גם ברמה התפעולית	 לא רק ברמה העקרונית אלא גם ברמה התפעולית.
common_voice_he_40909673	כי גם כך הוא רעב וממהר	 כי גם כך הוא רעב וממהר.
common_voice_he_40909674	אנחנו עדים לכך שמקומות יהודיים הם יעד פורענות למפגעים	 אנחנו עדים לכך שמקומות יהודיים הם יעד פורענות למפגעים.
common_voice_he_40909676	למה היא צריכה לגבות מהם אגרה	 למה היא צריכה לגבות מהם אגרה?
common_voice_he_40909677	לא אצל המובטלים ולא אצל החרדים	 לא יוצא למובטלים ולא יוצא לחרדים.
common_voice_he_39897721	בסין יש רכבות מהירות שמגיעות עד ארבע מאות קמש	 בסין יש רכבות מהירות שמגיעות עד 400 קמ״ש.
common_voice_he_39897722	והערכים היקרים הם: דע מה למעלה ממך	 והערכים היקרים הם דע מה למעלה ממך.
common_voice_he_39897723	הם לא נעצרו, הם לא נשפטו	 הם לא נעצרו, הם לא נשפטו.
common_voice_he_39897724	אנחנו לקראת משהו באלפיים ושלוש עשרה	 אנחנו לקראת משהו ב-2013.
common_voice_he_43281934	אלא אם כן יש מי שמתנגד	 עליהם כן יש מי שמתנגד.
common_voice_he_43281935	ואני נמצא פה משנת אלף תשע מאות שמונים ושמונה	 ואני נמצא פה משנת 1988.
common_voice_he_43281936	ליד כיכר רבין יש את המקום עם הסושי הכי טוב שאכלתי בחיים	 ליד כיכר רבין יש את המקום עם הסושה הכי טוב שאכלתי בחיים.
common_voice_he_43281938	אבל אני רוצה לוודא סופית שאנחנו באים עם דברים מסודרים	 אבל אני רוצה לוודא סופית שאנחנו באים עם דברים מסודרים.
common_voice_he_40067774	איגוד ערים ושירותי כבאות, אזור אשקלון	 איגוד ערים ושירותי כבאות, אזור אשקלון
common_voice_he_40067775	מתוקף תפקידי כיושב-ראש ועדת הכספים	 מתוקף תפקידי כיושב ראש ועדת כספים
common_voice_he_40067777	אַבָּא רָץ אִתִּי. בַּיַּעַר שָׁאַל אַבָּא אֶת אִמִּי הֵיכָן חַנָה’לִי.	 אבא רץ איתי ביער ושאל את אמי היכן חנאלה.
common_voice_he_40067778	נחקר במשך כשעה ובסיומה שוחרר לדרכו	 נחקר במשך כשעה, ובסיומה  שוחרר לדרכו.
common_voice_he_38744643	שחלקם העז למרוד ולהצביע בנושא הערבה ביושר	 שחלקם מעז למרוד ולהצביע בנושא הערבה ביושר.
common_voice_he_38744644	ולכן כל הטכנולוגיה שאפשר להכניס ולהגביל	 ולכן כל הטכנולוגיה שאפשר להכניס ולהגביל.
common_voice_he_38744646	"הַמַּחְלָקָה הַשְּׁבִיעִית שֶׁל ""תַּרְבּוּת"" אֲבֵדָה עִם הַמּוֹרֶה."	 המחלקה השביעית של תרבות עבדה עם המורה.
common_voice_he_38744647	לְעִסַּת הַחֲמוּרִים הִשְׁרְתָה מְנוּחָה בָּאָסָם	 לעיסת החמורים נשרתה מנוחה באסמה.
common_voice_he_38094978	אָרְכוּ הַלֵּילוֹת וְקָצְרוּ הַיָּמִים	 ארכו הלילות וקצרו הימים.
common_voice_he_38094979	נשכבתי ליד המים השקטים.	 נשכרתי ליד המים השקטים.
common_voice_he_38094980	הֲרֵי זֶה נִקְרָא לָקַחַת חֶרְמֵשׁ בַּיָּדַיִם.	 הרי זה נקרא לקחת חרמש בידיים.
common_voice_he_38094981	הַמּוֹרִים לוֹקְחִים כִּרְכָּרוֹת וְנוֹסְעִים לִקְרָאתָם.	 המורים לוקחים כרכרות ונוסעים לקראתן.
common_voice_he_39750876	אז מותר לתת גם למפלגה אחרת לנמק	 אז מותר לתת גם למפלגה אחרת לנמק.
common_voice_he_39750877	אבל היות שהיו שינויים בסדר-היום הם היו חייבים לעזוב	 אבל היות שהיו שינויים בסדר היום הם היו חייבים לעזוב.
common_voice_he_39750878	וזאת היתה למעשה ראשית השימוש בנעליים	 וזאת הייתה למעשה ראשית השימוש בנעליים.
common_voice_he_39750933	הרבה פעמים דובר על הנושא הזה	 הרבה פעמים דובר על הנושא הזה.
common_voice_he_39750937	זה בעצם מהווה תמריץ שלילי לחייל המילואים להתייצב לשירות	 זה בעצם מהווה תמריץ שלילי לחייל המילואים להתייצב לשירות.
common_voice_he_38883685	בְּיוֹם בָּהִיר יָפֶה יָצָאנוּ לְטִיּוּל	 ביום בהיר יפה יצאנו לטיול.
common_voice_he_38883686	כֹּל הַבְּרִיאִים מְהַלְּכִים כְּמוֹ קְפִיצִים מִתְמַתְּחִים וּמִתְכַּוְּצִים מִכְּאֵבֵי שְׁרִירִים.	 כל הבריאים מהלכים כמו קפיצים,  מתמתחים ומתכווצים מכאבי שרירים.
common_voice_he_38883687	עָשָׁן הֵחֵל לְהַחֲנִיקֵנוּ.	 עשן החל להחניקנו.
common_voice_he_38883688	כבר אפשר לראות שלא מדובר בתוכנית כלכלית	 כבר אפשר לראות שלא מדובר בתוכנית כלכלית.
common_voice_he_38883689	הוא הרועה שלי.	 הוא הרועה שלי.
common_voice_he_40972199	במפלגתי זה גרוע, בקדימה זה גרוע	 במפלגתי זה גרוע,  בקדימה זה גרוע.
common_voice_he_40972200	הוא יגיד: אני נפגע תאונת דרכים	 הוא יגיד, אני נפגע תאונת דרכים.
common_voice_he_40972201	"הוא אומר: בתוכנית הזאת החלטנו בצורה ברורה שלא לפגוע בשכבות שנמצאות במצב הקשה ביותר"""	 הוא אומר בתוכנית הזאת החלטנו בצורה ברורה שלא  לפגוע בשכבות שנמצאות במצב הקשה ביותר.
common_voice_he_40972202	שישולם לטובת הקרן לשיקום ים-המלח	 שישולם לטובת הקרן לשיקום ים המלח.
common_voice_he_40972203	אני חייב לומר לך: אני לא שייך למנזר השתקנים	 אני חייב לומר לך, אני לא שייך למנזר השתקנים.
common_voice_he_41617129	בריאת העולם היתה בזכות מידת החסד: עולם חסד ייבנה	 בריאת העולם הייתה בזכות מידת החסד עולם חסד ייבנה.
common_voice_he_41617130	במכללות הציבוריות יותר משבעים אחוזים מהמרצים הם מרצים מן החוץ	 במכללות הציבוריות  יותר מ-70% מהמרצים הם מרצים מן החוץ.
common_voice_he_41617131	ובמקומות שבהם הוא הפסיק וציטט בצורה סלקטיבית	 ובמקומות שבהם הוא הפסיק וציטט בצורה סלקטיבית?
common_voice_he_41617133	והעוזרים לידו, דורית ואג, סיגל קוגוט	 והעוזרים לידו דורית ואג סיגל קוגוט.
common_voice_he_41617137	זה אפשר לתקן כי זה לא מעשי שמים	 זה אפשר לתקן, כי זה לא מעשי שמיים.
common_voice_he_40137979	מה היא ההתחשבות בעמדת קרובי המשפחה	 מהי ההתחשבות בעמדת קרובי המשפחה?
common_voice_he_40137980	אנו מקווים שהתוכנית תקרום בקרוב עור וגידים	 אנו מקווים שהתוכנית תקרום בקרוב אור וגידים.
common_voice_he_40137981	יש הרבה מותגים של מכוניות בארץ. הונדה וסיטראון למשל	 יש הרבה מותגים של מכוניות בארץ – הונדה וסיטואן למשל.
common_voice_he_40137982	לא הפרו אמונים ולא קיבלו שוחד	 לא הפרו אמונים ולא קיבלו שוחד.
common_voice_he_40137983	בין שאדם נפטר בבית בין קרובי משפחה ובין שהוא נפטר ערירי במקום כלשהו	 בין שאדם נפטר בבית,  בין קרובי משפחה ובין שהוא נפטר על ידי במקום כלשהו.
common_voice_he_43313116	אנחנו כרגע נמצאים דווקא בארבע עשרה דקות	 אנחנו כרגע נמצאים דווקא ב-14 דקות.
common_voice_he_43313117	תפעיל את השיר של אביב גפן בספוטיפי	 תפעיל את השיר של אביב גחן בספוטיפיי.
common_voice_he_43313118	ותוך חמש דקות זה מופיע ברדיו	 ותוך חמש דקות זה מופיע ברדיו.
common_voice_he_43313119	המוח מורכב משתי אונות: הימנית והשמאלית	 המוח מורכב משתי עונות  הימנית והשמאלית.
common_voice_he_43313120	בתוכנית הכלכלית בינתיים גזירה אחת עברה מן העולם	 בתוכנית הכלכלית בינתיים גזירה אחת עברה מן העולם.
common_voice_he_38568963	כָּל סֵמֶל הוּא מוּעָט הַמְּרַמֵּז לְהַרְבֵּה.	 כל סמל מועט המרמת בהרבה
common_voice_he_38568964	ומשמתחילים לְדַבֵּר עַל הַבַּיִת – הָעֵינַיִים מְאִירוֹת בְּמִין בָּרָק מִתְגַעְגֵעַ וְחוֹלֵם.	 ומשמתחילים לדבר על הבית העיניים מהירות במדברת אנרגיה וחוללת.
common_voice_he_38568965	כי הדיון בפניו יושהה עד לבירור ההליך הפלילי	 שהדיון בפניו יושהה עד לבירור ההליך הפלילי.
common_voice_he_38568966	בְּשָׁעָה שֶׁדָּנִי וַאֲבִישַׁי וְאִיתַי וְרוּתִי קָפְצוּ מֵעַל עֲרֵמַת הַקַּשׁ עָמַד יוֹסִי’לִי מִן הַצַּד	 בשעה שדני ואבישי ואיתי ברותי קפסו מעל ערימת הקיץ,  עמד יוסי לימין עצב.
common_voice_he_38568967	רְאִיתִיהָ בְּעִיר־הַבִּירָה בְּטֶרֶם עָלִיתִי אַרְצָה.	 ראיתי אוויר אווירה, בטרם עליתי ארץ.
common_voice_he_39659793	אבל הוא ישב לילה שלם במעצר	 אבל הוא ישב לילה שלם במעצב.
common_voice_he_39659794	"הֵם גַם הֶחְלִיטוּ לְשַׁתְּפוֹ בַּאֲרֻחוֹתֵיהֶם וְעָשׂוּ ""קֻפָּה מְשֻׁתֶּפֶת"""	 הם גם החליטו לשתפו בארוחותיהם ועשו קופה משותפת.
common_voice_he_39659795	אני מוכרח לומר שאני לא אהסס לעשות מהפכה בתחום התכנון	 אני מוכרח לומר שאני לא אהסס לעשות מהפכה בתחום התכנון.
common_voice_he_39659796	נְצֹ֣ר בְּ֭נִי מִצְוַ֣ת אָבִ֑יךָ וְאַל־תִּ֝טֹּ֗שׁ תּוֹרַ֥ת אִמֶּֽךָ׃	 נצור בני מצוות אביך, ואל תיטוש תורת אמך.
common_voice_he_39659797	שאנחנו עושים מאמץ כולל עכשיו לשלוט בתוכניות שנכנסות לבתי-הספר	 שאנחנו עושים מאמץ כולל עכשיו לשלוט בתוכניות שנכנסות לבתי הספר.
common_voice_he_40612852	מאיפה הוא בא, מה תפיסת עולמו	 מאיפה הוא בא? מה תפיסת עולמו?
common_voice_he_40612855	מצד שני ברדיו מכניסים הפרטה כזאת שספק אם הרדיו הממלכתי יוכל להמשיך להתקיים	 מצד שני ברדיו מכניסים הפרטה כזאת שספק אם הרדיו הממלכתי יוכל להמשיך להתקיים.
common_voice_he_40612862	מקורה של ההכנסה שחולקה לניהנה ייקבע בהתאם למקורות ההכנסה של הנאמן באופן יחסי	 הוראה של ההכנסה שחולקה לנאמן ייקבע בהתאם  למקורות ההכנסה של הנאמן באופן יחסי.
common_voice_he_40612863	העניין הזה הוא מאה וארבעים מיליון שקל	 העניין הזה הוא 140 מיליון שקל.
common_voice_he_40612866	אולם התגמולים לנזקקים ולנצרכים מותנים מטבע הדברים בהכנסות אחרות	 אולם התמלוגים לנזקקים ולנצרכים מותנים מטבע הדברים בהכנסות אחרות.
common_voice_he_40612867	אווירת האיפוק והריסון היתה קצרת מועד	 אווירת האיפוק והריסון הייתה קצרת מועד.
common_voice_he_41019415	אפילו כאשר היתה ישיבה של ועדת התכנון בחיפה	 אפילו כאשר הייתה ישיבה של ועדת התכנון בחיפה.
common_voice_he_41019416	ומשם תהיה פתוחה הדרך לתהליך מדיני היסטורי	 ומשם תהיה פתוחה הדרך לתהליך מדיני היסטורי.
common_voice_he_41019419	למשל, והבן-אדם בכלל מתעלם מהבקשה	 למשל, והבן אדם בכלל מתעלם מהבקשה.
common_voice_he_41019455	אמרתי את זה ואמרתי: תפתחו את הסרטים ותסתכלו	 אמרתי את זה ואמרתי, תפתחו את הסרטים ותסתכלו.
common_voice_he_41019456	מה טוב חלקנו ומה נעים גורלנו	 מה טוב חלקנו ומה נעים גורלנו?
common_voice_he_41019457	על מנת לסבר את האוזן אתכבד להביא בפניכם נתונים מספריים מהשטח בהתייחס לציבור הקשישים	 על מנת לסבר את האוזן אתכבד להביא בפניכם נתונים מספריים מהשטח  בהתייחס לציבור הקשישים.
common_voice_he_38623331	זה אפשרי לחיות במחנה פליטים תחת הפצצות	 זה אפשרי לחיות במחנה פליטים תחת הפצצות.
common_voice_he_38623332	עשרים ותשעה ביוני אלפיים ואחת עשרה למניינם	 29 ביוני 2011 למניינם
common_voice_he_38623333	אני צריך לקחת את הכלב שלי לספר	 אני צריך לקחת את הכלב שלי לספר.
common_voice_he_38623334	הקושי הראשון נוגע למועד עריכת הסדר החוב	 הקושי הראשון נוגע למועד עריכת הסדר החוב.
common_voice_he_38623347	מֵי הבשמים שאת משתמשת בהם ריחם משובח.	 מי הפסומים שאת משתמשת בהם ריחם משובח.
common_voice_he_38623348	וגם לבית־תפילה סרים בוודאי לפעמים, בשעת מצב־רוח	 וגם לבית תפילה שרים בוודאי לפעמים בשעת מצב רוח.
common_voice_he_38623349	מאמא, מאחי, אני מקבלת מכתבים; שניהם בריאים.	 מאימא מאחי אני מקבלת מכתבים, שניהם גרועים.
common_voice_he_43503033	כחמשת אלפים פועלים מכפר-כנא ומהסביבה נזקקים לשירותיה	 כחמשת אלפים פועלים מכפר כנא ומהסביבה נזקקים לשירותיה.
common_voice_he_43503040	כי הנושא נדון לפני דקות לא רבות במליאה	 כי הנושא נדון לפני דקות לא רבות במליאה.
common_voice_he_43503045	והכנת תוכנית סדורה לטיפול והסרת לוחות אזבסט פריך בשיתוף פעולה עם המשרד לאיכות הסביבה	 והכנת תוכנית סדורה לטיפול והסרת לוחות  אזבסט פריך בשיתוף פעולה עם המשרד לאיכות הסביבה.
common_voice_he_43503050	זה הנשיא שהטיף ומטיף, פעל ופועל	 זה הנשיא שהטיף ומטיף, פעל ופועל.
common_voice_he_43503051	הנושא הזה כבר עלה לפני שבועיים	 הנושא הזה כבר עלה לפני שבועיים.
common_voice_he_43503055	נערכו השתלמויות מורים לשיפור איכות ההוראה ולהטמעת תוכניות לימודים וחומרי למידה עתירי טכנולוגיות עיליות	 נערכו השתלמויות מורים לשיפור איכות ההוראה ולהטמעת  תוכניות לימודים וחומרי למידה עתירי טכנולוגיות ידעיות.
common_voice_he_43503067	האח הגדול היא תוכנית טלוויזיה פופולרית בערוץ שתיים	 האח הגדול היא תוכנית טלוויזיה פופולרית בערוץ 2.
common_voice_he_43512945	היתה ישיבה פה בפגרת הקיץ לפני שנה וחצי	 הייתה ישיבה פה בפגרת הקיץ לפני שנה וחצי.
common_voice_he_43512961	לא פחות ולא יותר: אני בקצבאות ילדים לא אקצץ לעולם	 לא פחות ולא יותר, אני בקצבאות ילדים לא אקצץ לעולם.
common_voice_he_40977316	אוכל יורד בושט נכנס לקיבה ומתעכל שם. אחר כך הוא מועבר למעי הדק והגס	 אוכל יורד בוושט, נכנס לקיבה ומתאכל שם.  אחר כך הוא מועבר למי הדק והגס.
common_voice_he_40978528	"צריך להביא תוכנית בניין עיר, תבע"""	 צריך להביא תוכנית בניין עיר,  טאב.
common_voice_he_40978535	ואני רוצה בפתח הדברים למסור את תנחומי	 ואני רוצה בפתח הדברים למסור את תנחומיי.
common_voice_he_40978542	בדרום תל-אביב או בערים החלשות	 בדרום תל אביב ובערים החלשות
common_voice_he_40978546	אני יודע מה זה כשהמשטרה חושדת	 אני יודע מה זה כשהמשטרה חושדת.
common_voice_he_40978553	גיבוש נהלים ופקודות לטיפול והסרת אזבסט פריך	 גיבוש נהלים ופקודות לטיפול והסרת אסבסט פריך
common_voice_he_40978560	"בן-גוריון עשה אותו מעל החאן"" הירושלמי"""	 בן גוריון עשה אותו מעל החאן הירושלמי.
common_voice_he_40978567	הישיבה תתקיים ברציפות עד גמר ההצבעה	 הישיבה תתקיים ברציפות עד גמר ההצבעה.
common_voice_he_40978573	התוכנית הכלכלית שמונחת כאן ועומדת לקריאה שנייה ושלישית	 התוכנית הכלכלית שמונחת כאן ועומדת לקריאה שנייה ושלישית.
common_voice_he_40978575	נכון שהחלק הזה הוא חלק מדאיג	 נכון שהחלק הזה הוא חלק מדאיג.
common_voice_he_40978592	ומתוך רצון להבריח הוא מוצא תקציבים למרות הקיצוצים	 ומתוך רצון להבריח הוא מוצא תקציבים למרות הקיצוצים.
common_voice_he_40978609	ואם היה תורנו היום להגיש אי-אמון	 ואם היה טובנו היום להגיש אי אמון?
common_voice_he_38195450	סַפֵּר, יוֹסִי, אָמַר אֲבִישַׁי	 ספר, יוסי, אמר אבישי.
common_voice_he_38195452	אֵינִי מִתְכַּוֶונֶת לְהַבִּיעַ שֶבַּצוּרָה בָּה חַיַית עַד עַכְשָיו הָיִיתָ כָּבוּל	 איני מתכוונת להביאה שבצורה בה חיית עד עכשיו  הייתה כבול.
common_voice_he_38195454	אִם תִּתְגַּלֶּה הָאֶבֶן, הֲרֵי מְקוֹמָהּ בִּירוּשָׁלַיִם, לְפִי דַעְתִּי, וְלֹא בִּנְיוּ־יוֹרְק.	 אם תתגלה האבן הרי מקומה בירושלים לפי דעתי ולא בניו יורק.
common_voice_he_38196114	אֵין חֶדֶר פָּנוּי בַּמַּחֲנֶה.	 אין חדר פנוי במחנה.
common_voice_he_38196115	דֶּרֶךְ אֲרֻכָּה עָבַרְנוּ	 דרך הרוחקה עברנו.
common_voice_he_38196117	היום השמים מאוד מעוננים	 היום השמיים מאוד מעוננים.
common_voice_he_38196118	אֵינִי יוֹדַעַת מִשוּם מָה – קניתי אותו בְּאוֹתוֹ רֶגַע.	 איני יודעת משום מה קניתי אותו באותו רגע.
common_voice_he_38196119	לוּ הָיוּ אַנְשֵׁי הַקְּבוּצָה אוֹכְלִים כָּמוֹהוּ	 לו היו אנשי הקבוצה אוכלים כמוהו.
common_voice_he_38196120	פוגעים בצורה קשה באנשים שמקבלים הבטחת הכנסה	 פוגעים בצורה קשה באנשים שמקבלים הבטחת הכנסה.
common_voice_he_38196121	הקואליציה טוענת שזה בזבוז זמן ואנחנו מתישים	 הקואליציה טוענת שזה בזבוז זמן ואנחנו מתישים.
common_voice_he_38196122	כן זה חשוב במיוחד בימים האלה	 כסף חשוב במיוחד בימים האלה.
common_voice_he_38196123	מַדּוּעַ פָּנַיִיךְ כֹּה רָעִים?	 מדוע פניי קוראים?
common_voice_he_38196124	מה זה מאתיים שמונים ואחד אלף מובטלים	 וזה 281,000 מובטלים.
common_voice_he_38196125	רק שאלה היא, אם בחרתי פה בדרך הטובה.	 רק שאלה היא אם בחרתי פה בדרך הטובה.
common_voice_he_38196126	וּכְשֶׁקָּרָאתִי אֶת הָעִיתּוֹן נִמְלָא לִיבִּי יֵיאוּשׁ.	 וכשקראתי את העיתון נמלא ליבי ייאוש.
common_voice_he_40909678	עיכוב פירעון חובות ועיכוב מתן מכתבי פיטורין	 עיכוב פירעון חובות ועיכוב מתן מכתבי פיטורין.
common_voice_he_40909679	ובהמשך הגישה תלונה נגדית כנגד המשפחה המקומית בגין תקיפה	 ובהמשך הגישה תלונה נגדית כנגד המשפחה המקומית בגין תקיפה.
common_voice_he_40909680	למה אנחנו צריכים להיכנס לדבר שאנחנו לא יודעים איך נצא ממנו	 למה אנחנו צריכים להיכנס לדבר שאנחנו לא יודעים איך נצא ממנו?
common_voice_he_40909681	לא חשבתי שבמסגרת הזאת אזדקק לעשות כן	 לא חשבתי שבמסגרת הזאת אזדקק לעשות כן.
common_voice_he_40909682	כי לפעמים הנזק הוא עצום והתביעות הן במיליונים	 כי לפעמים הנזק הוא עצום, והתהיות הן במיליונים.
common_voice_he_40909688	והם התנהגו כך בזמן ההכנות לתוכנית הכלכלית	 והם התנהגו כך בזמן ההכנות לתוכנית הכלכלית.
common_voice_he_40909689	ואני פונה לאריק שרון שיפנה לאהוד יתום ולגלעד ארדן	 ואני פונה לרק שרון, שיפנה לאהוד יתום ולגלעד ארדן.
common_voice_he_40909690	שאנחנו כבר מבינים כמה היא הרסנית	 שאנחנו כבר מבינים כמה ירסנית.
common_voice_he_40909691	ואני חושב שלעמוד פה ולהשמיץ בהכללה	 ואני חושב שלעמוד פה ולהשמיץ בהכללה.
common_voice_he_40909692	במיוחד לנוכח גל ההתייקרויות הצפוי במשק בשנת אלפיים ושתים עשרה	 במיוחד לנוכח גל ההתייקרות הצפוי במשק בשנת 2012.
common_voice_he_40909693	כי החייבת יכולה לעמוד בתשלומים שנפסקו	 כי החייבת יכולה לעמוד בתשלומים שנפסקו.
common_voice_he_40909694	גם בגין תלונה זו נפתחה חקירה	 גם בגין תלונה זו נפתחה חקירה.
common_voice_he_40909695	הרי מי הכי סובל מעניין הדיור	 הרי מי הכי סבל בעניין הדיור?
common_voice_he_40909696	לא נותנות שירותים רפואיים רק למי שמשלם כסף	 לא נותנות שירותים רפואיים רק למי שמשלם כסף.
common_voice_he_40909697	אני מקווה שמהר מאוד ניתן תקווה לתושבי כפר-שלם	 אני מקווה שמהר מאוד ניתן תקווה לתושבי כפר שלם.
