clip	duration[ms]
common_voice_he_39353713.mp3	6048
common_voice_he_39180061.mp3	3600
common_voice_he_39785396.mp3	4860
common_voice_he_38154274.mp3	3528
common_voice_he_39592670.mp3	6696
common_voice_he_38635202.mp3	5148
common_voice_he_41605209.mp3	2808
common_voice_he_39541904.mp3	4068
common_voice_he_38828336.mp3	2556
common_voice_he_39318446.mp3	3816
common_voice_he_38130987.mp3	1836
common_voice_he_43512748.mp3	5076
common_voice_he_39515076.mp3	3960
common_voice_he_39836659.mp3	3636
common_voice_he_39414097.mp3	4788
common_voice_he_39625459.mp3	6336
common_voice_he_39561001.mp3	4068
common_voice_he_40039779.mp3	3960
common_voice_he_39883428.mp3	3600
common_voice_he_39753243.mp3	5364
common_voice_he_38614003.mp3	3060
common_voice_he_39849031.mp3	4896
common_voice_he_39597246.mp3	3348
common_voice_he_38610397.mp3	6768
common_voice_he_39625458.mp3	3996
common_voice_he_39903464.mp3	5040
common_voice_he_39753601.mp3	4788
common_voice_he_39849013.mp3	3420
common_voice_he_39280233.mp3	5220
common_voice_he_38078769.mp3	5760
common_voice_he_43453182.mp3	6408
common_voice_he_41616612.mp3	4860
common_voice_he_39625769.mp3	5148
common_voice_he_39446454.mp3	2016
common_voice_he_39457231.mp3	3600
common_voice_he_39609242.mp3	5508
common_voice_he_38737338.mp3	2556
common_voice_he_39597205.mp3	3708
common_voice_he_39838284.mp3	3960
common_voice_he_39883426.mp3	4320
common_voice_he_39609523.mp3	5076
common_voice_he_39196726.mp3	3780
common_voice_he_39805372.mp3	5400
common_voice_he_38130941.mp3	3888
common_voice_he_38756705.mp3	2736
common_voice_he_39752368.mp3	3888
common_voice_he_43466118.mp3	5940
common_voice_he_39891407.mp3	4140
common_voice_he_39796049.mp3	5436
common_voice_he_39609270.mp3	2628
common_voice_he_39179846.mp3	3456
common_voice_he_38800509.mp3	4068
common_voice_he_39960168.mp3	3780
common_voice_he_39541265.mp3	3996
common_voice_he_40797518.mp3	6336
common_voice_he_39625718.mp3	4860
common_voice_he_39937160.mp3	4680
common_voice_he_38751689.mp3	2808
common_voice_he_43281947.mp3	3960
common_voice_he_38904489.mp3	7740
common_voice_he_39280160.mp3	3240
common_voice_he_39515078.mp3	4716
common_voice_he_39333434.mp3	3888
common_voice_he_39626007.mp3	3888
common_voice_he_39327007.mp3	4068
common_voice_he_39318437.mp3	2700
common_voice_he_39379993.mp3	4356
common_voice_he_39836661.mp3	3888
common_voice_he_38904518.mp3	5760
common_voice_he_39592803.mp3	3780
common_voice_he_39597834.mp3	3528
common_voice_he_38130933.mp3	6696
common_voice_he_39778700.mp3	4320
common_voice_he_39947091.mp3	5688
common_voice_he_38994383.mp3	5328
common_voice_he_39625399.mp3	4140
common_voice_he_39553617.mp3	3240
common_voice_he_39972348.mp3	4140
common_voice_he_43512942.mp3	4680
common_voice_he_39960327.mp3	3708
common_voice_he_39541210.mp3	4176
common_voice_he_38904490.mp3	6696
common_voice_he_39693887.mp3	3816
common_voice_he_39753767.mp3	4788
common_voice_he_39211561.mp3	4860
common_voice_he_38800479.mp3	4068
common_voice_he_39028786.mp3	4140
common_voice_he_39546120.mp3	4248
common_voice_he_39785447.mp3	4212
common_voice_he_43466115.mp3	6300
common_voice_he_40972188.mp3	4860
common_voice_he_38196125.mp3	5040
common_voice_he_39890642.mp3	3996
common_voice_he_39545496.mp3	3960
common_voice_he_39185958.mp3	4608
common_voice_he_38131009.mp3	2628
common_voice_he_39778447.mp3	3168
common_voice_he_38146705.mp3	4716
common_voice_he_39179834.mp3	2916
common_voice_he_39318913.mp3	4788
common_voice_he_39317742.mp3	4068
common_voice_he_39446638.mp3	5796
common_voice_he_39658835.mp3	4716
common_voice_he_39514679.mp3	3420
common_voice_he_38154395.mp3	4860
common_voice_he_39860874.mp3	3636
common_voice_he_39515264.mp3	2880
common_voice_he_39261435.mp3	5040
common_voice_he_38835587.mp3	4608
common_voice_he_40137982.mp3	4284
common_voice_he_38142078.mp3	8352
common_voice_he_39261410.mp3	2520
common_voice_he_39686304.mp3	5220
common_voice_he_38142098.mp3	4536
common_voice_he_39659140.mp3	4248
common_voice_he_39541201.mp3	3816
common_voice_he_38994322.mp3	4320
common_voice_he_43485438.mp3	7380
common_voice_he_38131037.mp3	4716
common_voice_he_38154462.mp3	4428
common_voice_he_38142099.mp3	6480
common_voice_he_39560953.mp3	3816
common_voice_he_39553697.mp3	3096
common_voice_he_39686286.mp3	4356
common_voice_he_38569702.mp3	2988
common_voice_he_39609504.mp3	4536
common_voice_he_38904515.mp3	4356
common_voice_he_39890657.mp3	2988
common_voice_he_39831338.mp3	4752
common_voice_he_38828705.mp3	6336
common_voice_he_39597816.mp3	4680
common_voice_he_38130973.mp3	5400
common_voice_he_39545642.mp3	4068
common_voice_he_39350851.mp3	5076
common_voice_he_39686724.mp3	4536
common_voice_he_39327119.mp3	7020
common_voice_he_40978573.mp3	5400
common_voice_he_39753207.mp3	6192
common_voice_he_39860846.mp3	4320
common_voice_he_39667936.mp3	4248
common_voice_he_39897655.mp3	4356
common_voice_he_39838492.mp3	2340
common_voice_he_39597811.mp3	3636
common_voice_he_38569705.mp3	3168
common_voice_he_43503040.mp3	4608
common_voice_he_38196121.mp3	5436
common_voice_he_39553535.mp3	3816
common_voice_he_38828335.mp3	4428
common_voice_he_39280353.mp3	5040
common_voice_he_39890655.mp3	3816
common_voice_he_39548275.mp3	3528
common_voice_he_38142104.mp3	8028
common_voice_he_38154224.mp3	3996
common_voice_he_39598789.mp3	4860
common_voice_he_39972383.mp3	3636
common_voice_he_39960177.mp3	3168
common_voice_he_38613996.mp3	4896
common_voice_he_38994319.mp3	3816
common_voice_he_39796039.mp3	3600
common_voice_he_39185981.mp3	5040
common_voice_he_39697767.mp3	3780
common_voice_he_39836672.mp3	5328
common_voice_he_39501166.mp3	3456
common_voice_he_39869360.mp3	3276
common_voice_he_38371319.mp3	5076
common_voice_he_39327038.mp3	3276
common_voice_he_43485441.mp3	9036
common_voice_he_39609475.mp3	3708
common_voice_he_39771178.mp3	5868
common_voice_he_39924486.mp3	6336
common_voice_he_39597261.mp3	5076
common_voice_he_39592796.mp3	3636
common_voice_he_39280179.mp3	4248
common_voice_he_39541305.mp3	4680
common_voice_he_39971091.mp3	5508
common_voice_he_39838431.mp3	4248
common_voice_he_38614007.mp3	6408
common_voice_he_41616636.mp3	4500
common_voice_he_39658869.mp3	3420
common_voice_he_39753492.mp3	5184
common_voice_he_39211679.mp3	3780
common_voice_he_39553763.mp3	4176
common_voice_he_39750879.mp3	4608
common_voice_he_39897675.mp3	3168
common_voice_he_39446450.mp3	3348
common_voice_he_39752379.mp3	3780
common_voice_he_39667195.mp3	4716
common_voice_he_43512962.mp3	4644
common_voice_he_39934724.mp3	6300
common_voice_he_39831308.mp3	3960
common_voice_he_39796070.mp3	5040
common_voice_he_38131007.mp3	3708
common_voice_he_39356084.mp3	5040
common_voice_he_38130949.mp3	3708
common_voice_he_39196729.mp3	3096
common_voice_he_39553729.mp3	4608
common_voice_he_39211638.mp3	4248
common_voice_he_39514222.mp3	2916
common_voice_he_39972319.mp3	5940
common_voice_he_39831252.mp3	5616
common_voice_he_39514691.mp3	4896
common_voice_he_41616575.mp3	6048
common_voice_he_41616746.mp3	5868
common_voice_he_39211473.mp3	4140
common_voice_he_39918067.mp3	4068
common_voice_he_39869283.mp3	4068
common_voice_he_38078781.mp3	7776
common_voice_he_43498363.mp3	5436
common_voice_he_38131022.mp3	3780
common_voice_he_39447500.mp3	3960
common_voice_he_39869359.mp3	3960
common_voice_he_38118868.mp3	4212
common_voice_he_39379408.mp3	4176
common_voice_he_39848995.mp3	4500
common_voice_he_39456948.mp3	6048
common_voice_he_39609437.mp3	4680
common_voice_he_39937203.mp3	4104
common_voice_he_39609483.mp3	4248
common_voice_he_39211793.mp3	5796
common_voice_he_39353716.mp3	3060
common_voice_he_40039786.mp3	5076
common_voice_he_38131053.mp3	4428
common_voice_he_39609236.mp3	4356
common_voice_he_39553730.mp3	4248
common_voice_he_39666708.mp3	4536
common_voice_he_39753439.mp3	4284
common_voice_he_39846037.mp3	3348
common_voice_he_39263883.mp3	4176
common_voice_he_39753631.mp3	6156
common_voice_he_39553412.mp3	5940
common_voice_he_39609216.mp3	3816
common_voice_he_38154483.mp3	6840
common_voice_he_39515465.mp3	3780
common_voice_he_39211780.mp3	3600
common_voice_he_39318895.mp3	2556
common_voice_he_41616641.mp3	5040
common_voice_he_39180028.mp3	5508
common_voice_he_39666454.mp3	4680
common_voice_he_43512961.mp3	6012
common_voice_he_42706032.mp3	20016
common_voice_he_38154354.mp3	5220
common_voice_he_39280234.mp3	4320
common_voice_he_39211676.mp3	6300
common_voice_he_39796068.mp3	4428
common_voice_he_39211149.mp3	3348
common_voice_he_43281954.mp3	4680
common_voice_he_39545500.mp3	5688
common_voice_he_39514221.mp3	3996
common_voice_he_38130974.mp3	3168
common_voice_he_39553523.mp3	5688
common_voice_he_38904478.mp3	4860
common_voice_he_43539840.mp3	4104
common_voice_he_39179963.mp3	3600
common_voice_he_38094127.mp3	5760
common_voice_he_39456944.mp3	3168
common_voice_he_39327123.mp3	5436
common_voice_he_39869333.mp3	3240
common_voice_he_38142070.mp3	7200
common_voice_he_39626067.mp3	4896
common_voice_he_38661598.mp3	3528
common_voice_he_39814518.mp3	4140
common_voice_he_39753640.mp3	3276
common_voice_he_39934721.mp3	4356
common_voice_he_38610399.mp3	4716
common_voice_he_41605155.mp3	5976
common_voice_he_38131055.mp3	3888
common_voice_he_43503050.mp3	4428
common_voice_he_39263907.mp3	4860
common_voice_he_39514179.mp3	3816
common_voice_he_38130996.mp3	3060
common_voice_he_40072392.mp3	5940
common_voice_he_39948340.mp3	4356
common_voice_he_41616717.mp3	5328
common_voice_he_39831293.mp3	4392
common_voice_he_39541295.mp3	4320
common_voice_he_38169211.mp3	6516
common_voice_he_39029320.mp3	4536
common_voice_he_39446502.mp3	4140
common_voice_he_38828339.mp3	2988
common_voice_he_39334298.mp3	3456
common_voice_he_39598787.mp3	3816
common_voice_he_39263891.mp3	5796
common_voice_he_39461877.mp3	4428
common_voice_he_39263925.mp3	4176
common_voice_he_39263830.mp3	3096
common_voice_he_39592790.mp3	4248
common_voice_he_43512747.mp3	5832
common_voice_he_39883425.mp3	4716
common_voice_he_40978592.mp3	6084
common_voice_he_39937161.mp3	9972
common_voice_he_39500335.mp3	3240
common_voice_he_39831235.mp3	3996
common_voice_he_38848973.mp3	4428
common_voice_he_39686313.mp3	2700
common_voice_he_39673663.mp3	5508
common_voice_he_41616806.mp3	5328
common_voice_he_39553759.mp3	3276
common_voice_he_39539852.mp3	3528
common_voice_he_43281946.mp3	4860
common_voice_he_38610389.mp3	3528
common_voice_he_39545447.mp3	3816
common_voice_he_41617135.mp3	6084
common_voice_he_39263921.mp3	4968
common_voice_he_39948417.mp3	4428
common_voice_he_38712563.mp3	4320
common_voice_he_40909681.mp3	4860
common_voice_he_39918055.mp3	5724
common_voice_he_39677286.mp3	3888
common_voice_he_39838441.mp3	3276
common_voice_he_39903830.mp3	4320
common_voice_he_39211667.mp3	2808
common_voice_he_39897679.mp3	3960
common_voice_he_39666570.mp3	3600
common_voice_he_39553748.mp3	3600
common_voice_he_39553647.mp3	4068
common_voice_he_39318451.mp3	3276
common_voice_he_39545499.mp3	5580
common_voice_he_39553646.mp3	4428
common_voice_he_39562259.mp3	3276
common_voice_he_38131132.mp3	3888
common_voice_he_39625427.mp3	3960
common_voice_he_41066673.mp3	5220
common_voice_he_39327004.mp3	3096
common_voice_he_38130998.mp3	4680
common_voice_he_38154415.mp3	6768
common_voice_he_39317993.mp3	3168
common_voice_he_39524579.mp3	3888
common_voice_he_39447072.mp3	3960
common_voice_he_39937253.mp3	4896
common_voice_he_39609480.mp3	3996
common_voice_he_39960210.mp3	5400
common_voice_he_43498329.mp3	6048
common_voice_he_39666458.mp3	3168
common_voice_he_39027805.mp3	3708
common_voice_he_38154402.mp3	4608
common_voice_he_38131117.mp3	4608
common_voice_he_39869346.mp3	2448
common_voice_he_38835571.mp3	3456
common_voice_he_39539851.mp3	3528
common_voice_he_39752370.mp3	2556
common_voice_he_39541944.mp3	5400
common_voice_he_43459201.mp3	6696
common_voice_he_39869284.mp3	2268
common_voice_he_39838493.mp3	3636
common_voice_he_39196761.mp3	7488
common_voice_he_39326864.mp3	2880
common_voice_he_39028725.mp3	3456
common_voice_he_38154307.mp3	7020
common_voice_he_38085635.mp3	4356
common_voice_he_39553428.mp3	3780
common_voice_he_39609502.mp3	3888
common_voice_he_39514216.mp3	5400
common_voice_he_41605177.mp3	6840
common_voice_he_39263878.mp3	4896
common_voice_he_39211665.mp3	4860
common_voice_he_42706035.mp3	115884
common_voice_he_39771115.mp3	3924
common_voice_he_39379427.mp3	2700
common_voice_he_39889015.mp3	4176
common_voice_he_38744440.mp3	2700
common_voice_he_41486355.mp3	4860
common_voice_he_39562258.mp3	3888
common_voice_he_39927785.mp3	5220
common_voice_he_39196699.mp3	3960
common_voice_he_38130940.mp3	3456
common_voice_he_38130975.mp3	3996
common_voice_he_38904498.mp3	4860
common_voice_he_39461904.mp3	2556
common_voice_he_39960274.mp3	3600
common_voice_he_39960186.mp3	3636
common_voice_he_39263870.mp3	3780
common_voice_he_39889005.mp3	5436
common_voice_he_39592667.mp3	3600
common_voice_he_38196118.mp3	4860
common_voice_he_39514667.mp3	4068
common_voice_he_41616617.mp3	4320
common_voice_he_38712578.mp3	5940
common_voice_he_39796038.mp3	4788
common_voice_he_39543656.mp3	5220
