sentence_id	sentence	sentence_domain	source	is_used	clips_count
2609bc519223feaaa43b61eca61cc287d8c73f12e52276b23f21d676fff1e21c	"""שהשתמשו בתעודות הזהות הכחולות ככרטיס כניסה לתחומי ""הקו הירוק"""		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	0
264ed0bfc5d16de381af6ef5f21003a1a0867eed0be4e9a19d8cf570f329d092	תלפיות סתומה בפקקים. כשיעברו שם קוי רכבת קלה המצב ישתפר		ציטוט עצמי	1	0
2c466a1dd1e488f7c453eee8de545811476433d62bb4ab5c7b4a3eee44209bbe	לשאלתך בעניין הוצאת ההכנסה מקצבאות ילדים מחישוב ההכנסה מזכה בפטור או בהנחה מארנונה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129733.doc	1	0
2ef28a8b3800e33ecc5846b6eea57c01be2e39f5f77f3f459071314101817406	"""ביציע האורחים נמצאים מנכ""ל משרד החוץ האיטלקי ושגריר איטליה"""		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129039.doc	1	0
2ef82435d584c05d90b8bb48f7604aef3b6b1498e86351db32db3f4f9131e7d2	"""למרות ה""עליהום"" ומחול השדים שמנהלים נגדם"""		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	0
323f9c6230a1c2b74b6e40fe8f348c633e886fed0857ac70fa0cbaa6e2144d71	היות שההכנסה החודשית של משה הצטמצמה בחמישים אחוזים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129660.doc	1	0
32686c7a7d406aa713deeb47d085ee7863574e0d1a3eb0906f70a18ad2a964cf	שנה לפני הבחירות אומרים ככה ושנה אחרי זה אומרים אחרת		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc	1	0
326b9f591bf50477682cc5476575c48ee8ded1b3a881505156ea340ee47598ee	הזכות לשוויון בבריאות היא גם זכות מעוגנת		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_195916.doc	1	0
328469ed8a76b4222af9ed1fae5cb65635026d87e04cf3371fac71e4db32237c	שמים לרוב את המזלג משמאל לצלחת ואת הסכין מימין		ציטוט עצמי	1	0
32c4c1f17427be740acee11a32cef2cd1d24ed9bb50d045db80137d6b9d18f4b	פרלמנט, מערכת משפט, בחירות חופשיות, בעתן		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175818.doc	1	0
331eac962b5654376e5de400004e9c5922937978c261c590445e3d9ffbcf41f8	המשטרה נהגה נכון לא רק מבחינה מקומית; לא רק בעניין עצמו		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	0
334ef841f29670f693b9efa89039672b23c2bb13d47127e72901cd95dc8c6c7e	אמרתי בצורה מפורשת ביותר: כדי להבטיח צמיחה בת-קיימא לטווחים צריך להשקיע במטרות חברתיות		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185338.doc	1	0
34054cf60ec821011654fbf11400924788176f6664b089e7f50a6003e7fba341	לפתוח מסלולים לבידוק ומעבר ולא מסלול אחד		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc	1	0
340a8b4cb1a0802e40c054581521b2cbda47c07970b32aec1f328f05c2e76981	תכבס את השמלה עם הרבה אבקת כביסה ובטמפרטורות נמוכות		ציטוט עצמי	1	0
349560db0fba7549c2fc20fdd2b23e27707632185961ec5c7b2c93ceb3986e42	הוא לא דווקא במה שצורם ובולט לעין		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc	1	0
349af9713f74765c2197e7ec9ddfa686f4fd584f95e629a46b43f3bcb9ca9591	עכשיו אני עובר לישיבת ועדת החוץ והביטחון לקראת סוף המלחמה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129684.doc	1	0
34e3fb14e422f49def1eb9bf7a27894db1e4d1f838c577aaa632235eb652f5df	הערה: חוץ מאצל רוני בר-און		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175893.doc	1	0
34ef3852abed444dda1827d24dbe5ca211592452c5c72e2cdee0240c6860f370	שעשתה רווחי הון בגיל צעיר יחסית ובסכומים שהם לא פרופורציונליים למחירים בשוק		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181846.doc	1	0
354c998c8d9f21a9dc6928bef79c1f20fe7e6512f0d793989f614092004d097f	לתאילנד, לסין, לרומניה; בדולרים, כסף שבורח		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	0
35670366d39fb964c000a91c710f80237aca84863572b1d1bd3b35993d81f071	כי לא רוצים להכניס מיליון איש למקלטים בדרום		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_202977.doc	1	0
356fe854c1177f9ba6269ad07074e71a52bea559dd8297e0cf24c0cb9a642b10	הכסף זורם, המפלגות החרדיות והדתיות חוגגות		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc	1	0
3575f56ed33e423c34addecd2128ca15176f0736a819ce894632add27291fb79	בתאריך שלושים בדצמבר התלונן הפרמדיק פעם נוספת		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_195916.doc	1	0
35880f779b1699cdfdb2fc9ab655e75199e595d83b488cbab7fd86b061f15c8d	והן נוכח היקף הבנייה כאמור בכתב האישום		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181846.doc	1	0
359d8ef813977beca7572120a5bd6c2ef0628fff92872ebef3cb05ca702dfaad	ובצדק, זאת אמירה גזענית, פרקטיקה גזענית		???? ????? - https://fs.knesset.gov.il//19/Plenum/19_ptm_242916.doc	1	0
35ad0e8325c32dc569a0ee9ee89c596bc78b3ad4b28efa11749baf899f32842f	אני לא חושב שאם היתה דחייה התוצאה היתה אחרת		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	0
361004e383e724612edfb9f91d603292d3fd2056ad2ac2f45802634cd0357dd1	ולעתים נראה כי עולם כמנהגו נוהג		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129174.doc	1	0
367c964ac3a00f8aabc8964d0769701116d4b7ba2b7dba19a503e7a580f4aa50	מומחים מהאקדמיה ונציגים מן הציבור בנוגע לטיוטת המלצותיה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185338.doc	1	0
3690b56a34ca1332f3ddadb18e1dd58f33738432c13d37c5b5b9ccfd3df13f7b	מפני שיש ירידה מסוימת בהכנסות בגלל ירידה בפעילות		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_182543.doc	1	0
369eadca027850afd745c0cac1a4d5fb976fcc37d02fa2affb5f633b490dacc0	אני באמת לא יכול שלא לפתוח בזה		???? ????? - https://fs.knesset.gov.il//19/Plenum/19_ptm_242916.doc	1	0
36a56eca45d69beb7fb5e1945acc996a7890cb1df1bfdf9b282cef67f7c4330e	כדי להבטיח מאגר מידע שיכלול נתונים מהימנים וודאיים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	0
36d177d50ead0b5b73d81e1f4ef12e88936b1c82931d80580d933ed45c51a633	במיוחד בקשר לדבריך לגבי המגזר הערבי		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181846.doc	1	0
372ee1c9f68e79939f92c72a6d40082d66486478ebee3986676bf8254f067e38	הוויכוח היום על התחנה הפחמית באשקלון הוא ויכוח אמיתי		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	0
37554c1467b724e283a81289e9bf7eee9eb551cc86586c028bf24fee7d45096c	סורית או שהוא תושב הרשות הפלסטינית		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129660.doc	1	0
375d1c8eb159db22775befcd50489b7c54ee91b548fd7796aa661a9abd7b7373	למצוקת הדיור הקשה שקיימת בציבור הערבי		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_186398.doc	1	0
377f0d9685b2276a4b031ac91f0bab270d300f6678cfcd8b7ae53785c1b8e583	חוף-שבי ציון הוא חוף יפהפה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_187103.doc	1	0
37810cbea33af2dd43e2bf5696f577ae8550f8551200c069aea02d014cce95da	ואחרי הוויתור השני מוכרח לבוא השלישי והרביעי והחמישי		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc	1	0
3788b8c7ceec8bb19772aea6480596696e7156bd78b3c98e36f06c9afb581e31	תקפה המשטרה שתי משפחות בכפר-קאסם ובג'לג'וליה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185367.doc	1	0
378e512f52bf9cac2df5b13d179eb8e3c7c52cf667e94185616417bd007ff9e6	למתן במה מתאימה להתרחשויות בזירות המקומיות		???? ????? - https://fs.knesset.gov.il//19/Plenum/19_ptm_242916.doc	1	0
37991785ce36ce45cb73ad64fa1a6a9c3bdf5e46c1bcc3e88fb31f6eca7f1d74	לא הנפגע יצטרך ללכת בשתי דרכים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	0
37b8a84d7467e8824a3476a0204bbc7bb57cda8d029c76c25eb744d7ccdafc19	גם זאת מינהלת שפועלת בחסות המינהל		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129722.doc	1	0
37ecf4b2652c253cdd57e9c0a5832d89957f123efd51d196cf7c8504b358905c	בתיקון שהסכמת לעשות ושהעברנו השבוע יש כבר כמה חידושים נוספים שאפשר להכניס		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129555.doc	1	0
3806b1de2b68ad608d1ab2b0d61b9936c9ab4966b4c7dc033fb04bf1fc150888	רק גזירות לחלשים ודאגה שוב לחזקים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181846.doc	1	0
380a89247db23121e219c92c61b21978ab5d8576f9ca25fb2bed0f76aca0db19	אלא להקים קול זעקה ולהעביר מסר לשוטרים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	0
3819ace0d5fa8db6f988dd4aeb9173669b9e49ac711c2e23b004a509093b933f	מדינות ממזרח לפולין אומרות טשולנט וממערב טשונט. עדות המזרח קוראים לזה חמין		ציטוט עצמי	1	0
382d2243a8bf4b5f390f06a4ff96d89f42a4fddd566938ea26b41b0ceb0bb150	ומי שלא זוכר איפה הם נאמרו		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181846.doc	1	0
386ad39a1e3e1c1df4cc8220066eecdc716e3db350ea4db91232052c83bc9dec	כי לדאבוננו גם הקצינים קוראים ומושפעים מתקשורת		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175868.doc	1	0
388b981cd2e4a1fcc9ce3ae34c7d8cb28707f03aa8705bb04fc4b74de7b15992	כי אם לא, אין תקציב לישיבות		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	0
389c3cc98872523eddea4cc8391c177273e665ac81ffc9877da8b4d2a27eb027	תושבי הגדה המערבית יחיו בשרוול ארוך		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc	1	0
38d17659d1ac45a71429b6574eca48feee000960e87eb4a251d1e7ad31120bab	אני חושש מאוד לומר שהם חוזרים מושפלי פנים לעבודה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175836.doc	1	0
38d986a3723e55401ada15d6752699e8a8dfcb6b301fd69b8e8dda689d70f135	שאנחנו הולכים למצוקה מאוד-מאוד קשה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129197.doc	1	0
38eb77368b8df66ed2ddfc191941efb4092215ed8490eb118751a0267466568a	אני מודיעה בזאת על חילופי אישים בוועדה המיוחדת לפניות הציבור		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129702.doc	1	0
38f9a36a68929791331a235a616aafa8ca9220ec3c7d18ce8feadce09b16ffb4	שנמצאים לעתים במרחק קצר מאוד מהיישובים הערביים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181846.doc	1	0
39a7c34f74ee2deaf01b09088470530a97960fcee68beed280d66f9e8f858f01	שככלל ההיתרים ניתנים ממועד מתן ההיתר ואילך ולא רטרואקטיבית		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129148.doc	1	0
39a9b7f5ad10654279abd37fbab82a61c929e1a3209a5cf5dad58b835c7a2cfe	זו סוכנות דירוג האשראי המובילה בעולם		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_187103.doc	1	0
39b54fa380e825109bc9b0effd2334951af21232f57b7331f67b260e06778921	כי אנחנו תובעים מהרשויות המקומיות להתייעל		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc	1	0
39be8b0ba258e100a14456d84f3e5dc1dad16cf381af6797f04125241365a231	במקום שמונה, ואחריהן באות השעות הפרטניות		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc	1	0
39c222100a8052f6719bbb2f296decc429cc467cf1124091b4912986c2de79f3	היקף מכירת האופניים רק נמצא בעלייה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_195916.doc	1	0
39c76fdde3669d3a0bae96b801b9cfbce4bb5e2b2ff712e85ebbcb317dd933be	אלה כלי ניגוח שאין להם שום רלוונטיות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc	1	0
39cf1758ce0cce21f2d07ff872eda676f0321656c0736f3b5444edee69cb11ca	עירייה רגילה, עירייה בהתייעלות ועירייה בהבראה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129555.doc	1	0
39fa11ca4f91a7c2a792ee9dd030d25415535d994b31ee91568a441451bbf8bc	וכך יישמרו יותר השטחים הפתוחים בין הערים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129039.doc	1	0
3a35a764161f394218b93a45c49924397be03815d856bce425efcbc370189cbb	רק מי שמובטל עכשיו ואין לו ממה להתפרנס מקבל הבטחת הכנסה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129148.doc	1	0
3a3d57793d24b2e23a1b07178965a58fa114af02f54e68d87795a706911cf812	אם אנחנו לא נכניס למעצר לחמש או עשר שנים כל מבריח		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185367.doc	1	0
3a59d9b64666d8919f3cc4a72e7997d80c1d00223cc7b648d23ba00139ef1cf7	אני רק מבקש שזה יעלה לדיון כאשר זה יבוא		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	0
3a5b9d5d36ae5aab56da22d1fbc894c7c452d9d277d165024f14ce77c405d0f5	הרי משרד האוצר בכבודו ובעצמו כבר הודיע		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129223.doc	1	0
3a9de5f21e4a13d77c86aaf6d51878fddb180f16d39565904488159c36342ca2	אני רק רוצה להגיד שהמקור לקריעה הזאת		???? ????? - https://fs.knesset.gov.il//19/Plenum/19_ptm_242916.doc	1	0
3a9e8b10ec1323257a213626ade3798e190578a17bbf09d9ddbd963234a81d41	לא בשועפאט, ולא במחנה הפליטים בשועפאט		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185367.doc	1	0
3a9f4ef9066055f047877a78ddb899bc54407e708b26af62c0261de405b95d7a	אפס נקודה שמונה אחוז הם עובדים ערבים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129660.doc	1	0
3ad39d3355c3cb44753e40323481037ec2c319e37aaa6321562894122f12c722	חורגים מהוראות הבטיחות ומפקדים עולבים בפקודיהם		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc	1	0
3add6b8e2c3005d69fde74e54412abb677859cfaa6a1902be5edf6433a859519	אלא יהווה מושא להערכה ואף להערצה בסביבתו החברתית		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129223.doc	1	0
3b58ba8b86332d652bc5aa3698e4ebcc1b676eff9b7a6d4f1602be17e0669383	בעקבות האירוע המוזכר ואירועים מדאיגים נוספים שאירעו ברוסיה לאחרונה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129039.doc	1	0
3b71cc9a9f662c7c3031cc1a74f2f5c1657d49e80353e3a64b8feb2f477c69dd	זאת כמובן שאיפה שכולנו שותפים לה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	0
3bbb3d19192773a8151baa8f3b8df0b3b83002a625f65dfc3241b0dad9f643c4	התא שבו יושבים העצורים הוא תא מיוחד ונפרד		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129184.doc	1	0
3bc49bc9c8f68e69db56e3f1516f11c54fbddb3bec49ed690a3375bb60eb04f2	היא קשורה במה שקורה בשטחים הכבושים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129184.doc	1	0
3bc9e9cc040070da672161ebb0064a707864ab43407ca18386ee957c04ef5da8	לשמור על רצף של שטחים פתוחים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc	1	0
3bdb4a0dd07283b42c032d0f3478c84a55609cae7ca1b1d7f1d4d510e73dc565	זאת ועוד; קבלת ההחלטה בפרקליטות צריכה להיעשות במהירות ובלחץ זמן		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	0
3bdfdd0b099a52a7adcff88d64151bd67af6e750d8eb80a721093d2cc78b72df	ולא נכניס כוחות מיותרים לדרום-לבנון		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129702.doc	1	0
3be1495f9d54c745d16be9898f5242dbc011e28c0365a9347f371fb0be4c47b9	זאת מטרה ראויה שאפשר להשיג בדרכים אחרות		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	0
3be3507d00a9d45f280c57809666903faa1a639073f8485a52a751611b7112be	זאת לאחר ששנת אלפיים ושתיים שברה שיאים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129184.doc	1	0
3c0f29e10355627b13d1b9d241bf47bde6e27b3fa092b52f5c9a4dd8a529c8a7	שאין להתפשר עמו ולהתרצות בשום דבר חוץ מאובדנו ושבירתו עד כלות		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129702.doc	1	0
3c1375e756784c3cd87b37f44e4cbb245bf0f1ec77f0d7315e5c1dd5cd9a290e	זה מה שמתבקש מהחלטת בית-המשפט דאז		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	0
3c1bfcdb45b4f7c83d20336ca2155df13faada7b163019ea40482cc06e9312fc	אני מודה באשמה ואני אוודא שוב		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_202977.doc	1	0
3c372976b3377fa6725e6392e06a54ff80af36b497e232d3beb1f8ccf2ea5a8a	שאלתי גם מדוע לא הועברה הגופה לנתיחה במכון לרפואה משפטית		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc	1	0
3c4851a70d6eaa40dd6a9aa297198c16782752a0b08626c1ca30e7664c7981b1	האמת שאני לא הוטרדתי מצעדת המתנחלים בסילואן		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_182094.doc	1	0
3c4ac47d0f33b166423adaefae07bc58cc62203c3f967147ec82116ba44b9eec	ואומרים דברים שלא ייאמרו וקוראים לכצל'ה פוסט-ציוני		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_182094.doc	1	0
3c548a681031ae0dc49a86d0b0f937b388031a5fdd82bb2b4da28ed837ea0725	וגם לא לנביאים סהרוריים המהלכים ברחובותיה באקסטזה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185367.doc	1	0
3c6688dfd63b7ae2dbc785d43c05a397337497a7e5e40014b020af2022f14260	ורק שמאווייו החולניים לא יסוכלו ולא יושמו הצדה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129039.doc	1	0
3c76e3e23c09c2157d80f4612e755b9cd824b6d36cc889a967d3099d36ef152b	בהזדמנות חגיגית זו אני רוצה להזכיר גם לאנשי שינוי		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129223.doc	1	0
3c76e68b9e7b62945c1213bffc269fc0df8ff46407bfaeffed3e902afbd59b67	הקצבת תקציבים בגין הגידול הטבעי והעברת ארבעת אלפים שעות שיעור		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129197.doc	1	0
3c837c13fc0303be8d12294dfac9388f8091ddec7f9463d8288beeb3eed304b0	ולא מפגינים הפגנות פוליטיות בכותל המערבי		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	0
3c98aed519f2b4841c8a1a01f4e21445d146915bf94dcaa8b04af65ddb340a28	העשור הנוכחי לא היה טוב: חלקם בהכנסה הלאומית		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185367.doc	1	0
3ca70c66ac8bfa230eb4bfa2815dd12a2077939835e98d2d60576cc22f4ceaa1	כבר הוכחנו שידענו קצת להתמודד עם אחת מהבעיות מהסוג הזה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	0
3ca93dffed2579b548fc982aa8dbf859716d9e50e6e2b6049c6f2811fb3438eb	במקום השכונה הקיימת, שכונת מגורים חדשה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185338.doc	1	0
3cce76f1f918b0d393c1142f243ffd21704a84eef2a734e607d4d0e93fdc8260	בשביל זה הם חיילים ולא אזרחים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	0
3cdcbc557905872cff7c00e02bf8ea324acff4153d02152fdee743ff9a88499e	לחרגול הזה יש שתי רגליים.		ציטוט עצמי	1	0
3d02ddbea065e4db89c72b04dc86244ee43d632ac0fea89e24a08af01004f725	מול קהילה בין-לאומית שהתנגדה מקיר לקיר		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129733.doc	1	0
3d06b842ea28256a809ca550c18e490a8b3f48c4dbbdc33bb81a4cabfc0b63f7	שהפכו את ישראל למקום הרבה הרבה יותר טוב לזכויות של בעלי-חיים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc	1	0
3d09afa1f0586dad6b637f0ec9ae36700e3e2a8f9118016c907e839144ba17bc	המקנה עשר נקודות בונוס לקראת בחינת הרישוי הממשלתית		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_186398.doc	1	0
3d6b7c5af90fdfac57b80f6d1b9615c424a77f014d4018eb4811cfec6adc1df0	חלקם, עשו פה קריעה, באולם המליאה		???? ????? - https://fs.knesset.gov.il//19/Plenum/19_ptm_242916.doc	1	0
3db183719a96d3bddfe841c8c7638adfd8b4b3efea07d777ad02d53d99fd810a	המשפחה הזאת כבר לא נחשבת למשפחה יהודית		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129184.doc	1	0
3ddaffb862965c09ff9f43fcbdd5de6fa2640239c40678f045046676d5a1a41b	זה כאילו מציעים לנשים הטבות כדי שתצאנה לעבודה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc	1	0
3e32077faa0958deddc7c6d61335e613e32345aa3142f2e22e59287840598863	אנחנו מאוד רוצים שתיירים יגיעו לארץ		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc	1	0
3e54aa020a7888fde9b18c865b9e637fd4862890bc85e29a187a8abd9b348989	הוא נתן פרנסה לשבע מאות משפחות		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129733.doc	1	0
3e6e1f60dd6bdc82e60b723f18ce19fa468b03fce127b0e16c351c97025a2e05	אני רק רוצה לתת איזה דוגמה מספרית		???? ????? - https://fs.knesset.gov.il//19/Plenum/19_ptm_242916.doc	1	0
3ea92e250255cfe8956b338e7385e764ee0a26ffc2771edbec8e214d1bc63956	נפרדתי ממנו בהרגשה ברורה שזוהי הפרידה האחרונה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc	1	0
3ec241f35da073342a036469b8be28da5de7fe33af8b743d078bc6ccfcd04344	שחלק גדול מהמבנים מסוג זה נמצא במצב סביר בהחלט		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129660.doc	1	0
3f1d56773cff0f0da22e6a166847defee0b64d164ff24a2f7b48335db8c7fcd4	"""התברר מבדיקה שהשב""כ כבר לא אוסר לקלוט ערבים בחברת החשמל"""		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc	1	0
3f54f767a002350ae4c638e2497c0b789baa00f404aa786694c504d8c7f59bcf	ופעם בחודש אני צריך לעמוד פה ולהסביר		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129733.doc	1	0
3f5e79a630c5066479766020aacfcba1818bba79f975ff250515f89780b01079	לא לגבי הפנסיות ולא לגבי החובות לעובדים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129173.doc	1	0
4186d97c435b43bb40180a44fd7946a21a3b19da072c41128f08f899093f8c9f	התוכנית נערכת תוך ביצוע תהליך שיתוף הציבור		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185338.doc	1	0
